code,name,region_id,department_id,arrondissement_id,registered_voters,location_name,latitude,longitude,source_document_slug,source_sha256,source_position,source_confidence
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0014,ECOLE PUBLIQUE BEKA - GOTTO / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,327,ADAMAOUA / DJEREM / NGAOUNDAL / BEKA - GOTTO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,14,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0015,ECOLE PUBLIQUE BEKA - GOTTO / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,333,ADAMAOUA / DJEREM / NGAOUNDAL / BEKA - GOTTO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,15,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0016,ECOLE PUBLIQUE BEKA - GOTTO / C,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,252,ADAMAOUA / DJEREM / NGAOUNDAL / BEKA - GOTTO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,16,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0017,ECOLE FRANCO-ARABE NGAOUNDAL / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,353,ADAMAOUA / DJEREM / NGAOUNDAL / BEKA - GOTTO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,17,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0018,ECOLE FRANCO-ARABE NGAOUNDAL / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,326,ADAMAOUA / DJEREM / NGAOUNDAL / BEKA - GOTTO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,18,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0019,ECOLE FRANCO-ARABE NGAOUNDAL / C,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,314,ADAMAOUA / DJEREM / NGAOUNDAL / BEKA - GOTTO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,19,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0020,ECOLE FRANCO-ARABE NGAOUNDAL / D,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,312,ADAMAOUA / DJEREM / NGAOUNDAL / BEKA - GOTTO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,20,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0021,ECOLE FRANCO-ARABE NGAOUNDAL / E,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,309,ADAMAOUA / DJEREM / NGAOUNDAL / BEKA - GOTTO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,21,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0022,ECOLE PUBLIQUE BELAFOUKOU / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,170,ADAMAOUA / DJEREM / NGAOUNDAL / BELAFOUKOU,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,22,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0023,ECOLE PUBLIQUE BETARA - GONGO / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,289,ADAMAOUA / DJEREM / NGAOUNDAL / BETARA - GONGO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,23,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0024,ECOLE PUBLIQUE BETARA - GONGO / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,240,ADAMAOUA / DJEREM / NGAOUNDAL / BETARA - GONGO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,24,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0025,ECOLE PUBLIQUE CAMP FARA / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,382,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,25,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0026,ECOLE PUBLIQUE CAMP FARA / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,293,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,26,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0027,ECOLE PUBLIQUE CAMP FARA / C,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,331,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,27,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0028,ECOLE PUBLIQUE CAMP FARA / D,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,365,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,28,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0029,ECOLE PUBLIQUE CAMP FARA / E,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,345,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,29,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0030,ECOLE PUBLIQUE CAMP FARA / F,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,363,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,30,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0031,ECOLE PUBLIQUE CAMP FARA / G,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,316,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,31,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0032,ECOLE PUBLIQUE CAMP FARA / H,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,395,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,32,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0033,ECOLE PUBLIQUE CAMP FARA / I,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,79,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,33,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0034,CENTRE D'INSTRUCTION CPEFAN / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,142,ADAMAOUA / DJEREM / NGAOUNDAL / CPEFAN,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,34,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0035,CENTRE D'INSTRUCTION CPEFAN / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,115,ADAMAOUA / DJEREM / NGAOUNDAL / CPEFAN,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,35,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0036,CENTRE D'INSTRUCTION CPEFAN / C,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,149,ADAMAOUA / DJEREM / NGAOUNDAL / CPEFAN,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,36,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0037,CENTRE D'INSTRUCTION CPEFAN / D,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,96,ADAMAOUA / DJEREM / NGAOUNDAL / CPEFAN,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,37,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0038,ECOLE PUBLIQUE DANFILI / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,381,ADAMAOUA / DJEREM / NGAOUNDAL / DANFILI,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,38,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0039,ECOLE PUBLIQUE DANFILI / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,354,ADAMAOUA / DJEREM / NGAOUNDAL / DANFILI,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,39,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0040,ECOLE PUBLIQUE DANFILI / C,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,340,ADAMAOUA / DJEREM / NGAOUNDAL / DANFILI,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,40,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0041,ECOLE PUBLIQUE DANFILI / D,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,251,ADAMAOUA / DJEREM / NGAOUNDAL / DANFILI,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,41,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0042,ECOLE PUBLIQUE DEMGOYA / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,329,ADAMAOUA / DJEREM / NGAOUNDAL / DEMGOYA,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,42,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0043,ECOLE PUBLIQUE DEMGOYA / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,236,ADAMAOUA / DJEREM / NGAOUNDAL / DEMGOYA,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,43,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0044,ECOLE PUBLIQUE DJAOURO KOMBO / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,286,ADAMAOUA / DJEREM / NGAOUNDAL / DJAOURO KOMBO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,44,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0045,ECOLE DES PARENTS DJOSSI MALAO / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,118,ADAMAOUA / DJEREM / NGAOUNDAL / DJOSSI MALAO,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,45,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0046,ECOLE PUBLIQUE DJOUNDE I / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,266,ADAMAOUA / DJEREM / NGAOUNDAL / DJOUNDE,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,46,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0047,ECOLE PUBLIQUE DJOUNDE I / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,279,ADAMAOUA / DJEREM / NGAOUNDAL / DJOUNDE,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,47,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0048,ECOLE PUBLIQUE DJOUNDE I / C,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,261,ADAMAOUA / DJEREM / NGAOUNDAL / DJOUNDE,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,48,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0049,ECOLE PUBLIQUE DJOUNDE TIGOH / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,213,ADAMAOUA / DJEREM / NGAOUNDAL / DJOUNDE,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,49,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0050,ECOLE PUBLIQUE GARE / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,306,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,50,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0051,ECOLE PUBLIQUE GARE / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,307,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,51,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0052,ECOLE PUBLIQUE GARE / C,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,301,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,52,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0053,ECOLE PUBLIQUE GARE / D,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,303,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,53,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0054,ECOLE PUBLIQUE GARE / E,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,288,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,54,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0055,ECOLE PUBLIQUE GARE / F,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,297,ADAMAOUA / DJEREM / NGAOUNDAL / CAMP FARA NGAOUNDAL,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,55,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0056,OFFICE CEREALIER CPEFAN / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,272,ADAMAOUA / DJEREM / NGAOUNDAL / CPEFAN,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,56,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0057,OFFICE CEREALIER CPEFAN / B,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,288,ADAMAOUA / DJEREM / NGAOUNDAL / CPEFAN,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,57,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0058,OFFICE CEREALIER CPEFAN / C,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,186,ADAMAOUA / DJEREM / NGAOUNDAL / CPEFAN,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,58,official
ELECAM-2025-AD-DJEREM-NGAOUNDAL-0059,ECOLE PUBLIQUE HONTA / A,a1000001-0000-0000-0000-000000000001,350a7411-0e15-424a-964a-353d3c89709c,0925baeb-0858-43e9-8e85-80f9fd944863,242,ADAMAOUA / DJEREM / NGAOUNDAL / HONTA,,,elecam-bv-2025-adamaoua,e3fdf74fdb0cd9e470e3a5bec48167e2cbdae32b5e8b5ddd28ad0ae1c657ee2f,59,official
